Year,Date,SectionID,text,fallacy,subcategory,Speaker,real_date
1960,13Oct,2,Now what do the Chinese Communists want? They don't want just Quemoy and Matsu; they don't want just Formosa; they want the world.,AppealtoEmotion,Appeal to fear,NIXON,13 10 1960
1960,13Oct,2,Now what do the Chinese Communists want? They don't want just Quemoy and Matsu; they don't want just Formosa; they want the world.,AppealtoEmotion,Appeal to fear,NIXON,13 10 1960
1960,13Oct,2,Now what do the Chinese Communists want? They don't want just Quemoy and Matsu; they don't want just Formosa; they want the world.,AppealtoEmotion,Appeal to fear,NIXON,13 10 1960
2000,11Oct,6,I will not do anything to affect the rights of hunters or sportsmen.,AppealtoEmotion,Flag waving,GORE,11 10 2000
2000,11Oct,6,"Look, this is the year -- this is in the aftermath of Columbine, and Paducah, and all the places in our country where the nation has been shocked by these weapons in the hands of the wrong people.",AppealtoEmotion,Appeal to fear,GORE,11 10 2000
2000,11Oct,6,"The woman who bought the guns for the two boys who did that killing at Columbine said that if she had had to give her name and fill out a form there, she would not have bought those guns.",AppealtoEmotion,Appeal to pity,GORE,11 10 2000
2000,11Oct,6,"Some desperate child needs to have somebody put their arm around them and say, we love you.",AppealtoEmotion,Loaded Language,BUSH,11 10 2000
2000,11Oct,6,a flood of cheap handguns,AppealtoEmotion,Loaded Language,GORE,11 10 2000
2000,11Oct,6,"And the ""Los Angeles Times"" spent a lot of ink going into that.",AppealtoAuthority,Without Evidence,GORE,11 10 2000
2000,11Oct,6,Tipper and I have worked on the problem of violence in entertainment aimed at children. She's worked on it longer than I have.,AppealtoAuthority,False Authority,GORE,11 10 2000
2000,11Oct,6,Tipper and I have worked on the problem of violence in entertainment aimed at children. She's worked on it longer than I have.,AppealtoAuthority,False Authority,GORE,11 10 2000
2000,11Oct,6,Love your neighbor like you would like to be loved yourself.,Slogans,Slogan,BUSH,11 10 2000
2000,11Oct,6,I will not do anything to affect the rights of hunters or sportsmen.,AppealtoEmotion,Flag waving,GORE,11 10 2000
2000,11Oct,6,"Some desperate child needs to have somebody put their arm around them and say, we love you.",AppealtoEmotion,Appeal to pity,BUSH,11 10 2000
2000,11Oct,6,Love your neighbor like you would like to be loved yourself.,Slogans,Slogan,BUSH,11 10 2000
1976,22Oct,1,I know I'm ready for it. I think the American people are too.,AppealtoEmotion,Flag waving,CARTER,22 10 1976
1976,22Oct,1,I know I'm ready for it. I think the American people are too.,AppealtoEmotion,Flag waving,CARTER,22 10 1976
1960,21Oct,8,"The position of the United States has been that this build-up, in the words of the president, has been foolish.",AppealtoEmotion,Loaded Language,KENNEDY,21 10 1960
1960,21Oct,8,a fundamental error,AppealtoEmotion,Loaded Language,NIXON,21 10 1960
1960,21Oct,8,foolish,AppealtoEmotion,Loaded Language,KENNEDY,21 10 1960
1960,21Oct,8,a fundamental error,AppealtoEmotion,Loaded Language,NIXON,21 10 1960
1960,21Oct,8,"The position of the United States has been that this build-up, in the words of the president, has been foolish.",AppealtoAuthority,Without Evidence,KENNEDY,21 10 1960
1960,21Oct,8,I would say that the issue will stay with us as a campaign issue just as long as Senator Kennedy persists in what I think is a fundamental error.,AdHominem,Ad hominem,NIXON,21 10 1960
2016,26Sep,7,I want to make America great again.,Slogans,Slogan,TRUMP,26 9 2016
2000,03Oct,6,"First of all Â I want to make it clear, our military is the strongest, best-trained, best-equipped, best-led fighting force in the world and in the history of the world.",AppealtoEmotion,Flag waving,GORE,3 10 2000
2000,03Oct,6,My uncle was a victim of poisonous gas there.,AppealtoEmotion,Appeal to pity,GORE,3 10 2000
2000,03Oct,6,The other day I was honored to be flanked by Colin Powell and General Norman Schwartzkopf recently stood by me side and agreed with me.,AppealtoAuthority,Without Evidence,BUSH,3 10 2000
2000,03Oct,6,"Tonight in the audience there's one elected state senator who is a Democrat, a former state-wide officer who is a Democrat, a lot of Democrats who are here in the debate to -- because they want to show their support that shows I know how to lead.",AppealtoAuthority,Without Evidence,BUSH,3 10 2000
2000,03Oct,6,"Tonight in the audience there's one elected state senator who is a Democrat, a former state-wide officer who is a Democrat, a lot of Democrats who are here in the debate to -- because they want to show their support that shows I know how to lead.",AppealtoAuthority,Without Evidence,BUSH,3 10 2000
2000,17Oct,6,Right now our military is the strongest in the entire history of the world.,AppealtoEmotion,Loaded Language,GORE,17 10 2000
2004,08Oct,2,"the serious, serious threat",AppealtoEmotion,Loaded Language,BUSH,8 10 2004
2004,08Oct,2,a grave threat,AppealtoEmotion,Loaded Language,BUSH,8 10 2004
2016,26Sep,1,I want us to invest in you. I want us to invest in your future.,AppealtoEmotion,Flag waving,CLINTON,26 9 2016
2016,26Sep,1,I want us to invest in you. I want us to invest in your future.,AppealtoEmotion,Flag waving,CLINTON,26 9 2016
2016,26Sep,1,I want us to invest in you. I want us to invest in your future.,AppealtoEmotion,Flag waving,CLINTON,26 9 2016
2016,26Sep,1,a beautiful thing to watch,AppealtoEmotion,Loaded Language,TRUMP,26 9 2016
2016,26Sep,1,a beautiful thing to watch,AppealtoEmotion,Loaded Language,TRUMP,26 9 2016
2016,26Sep,1,trumped-up trickle-down,AppealtoEmotion,Loaded Language,CLINTON,26 9 2016
2016,26Sep,1,I don't think General Douglas MacArthur would like that too much.,AppealtoAuthority,False Authority,CLINTON,26 9 2016
2016,26Sep,1,"You know, Donald was very fortunate in his life, and that's all to his benefit. He started his business with $14 million, borrowed from his father, and he really believes that the more you help wealthy people, the better off we'll be and that everything will work out from there. I don't buy that.",AdHominem,Circumstantial Ad hominem,CLINTON,26 9 2016
2016,26Sep,1,"You know, Donald was very fortunate in his life, and that's all to his benefit. He started his business with $14 million, borrowed from his father, and he really believes that the more you help wealthy people, the better off we'll be and that everything will work out from there. I don't buy that.",AdHominem,Circumstantial Ad hominem,CLINTON,26 9 2016
2016,26Sep,1,"You know, Donald was very fortunate in his life, and that's all to his benefit. He started his business with $14 million, borrowed from his father, and he really believes that the more you help wealthy people, the better off we'll be and that everything will work out from there. I don't buy that.",AdHominem,Circumstantial Ad hominem,CLINTON,26 9 2016
2016,26Sep,1,"You know, Donald was very fortunate in his life, and that's all to his benefit. He started his business with $14 million, borrowed from his father, and he really believes that the more you help wealthy people, the better off we'll be and that everything will work out from there. I don't buy that.",AdHominem,Circumstantial Ad hominem,CLINTON,26 9 2016
2016,26Sep,1,"You know, Donald was very fortunate in his life, and that's all to his benefit. He started his business with $14 million, borrowed from his father, and he really believes that the more you help wealthy people, the better off we'll be and that everything will work out from there. I don't buy that.",AdHominem,Circumstantial Ad hominem,CLINTON,26 9 2016
2016,26Sep,1,"You know, Donald was very fortunate in his life, and that's all to his benefit. He started his business with $14 million, borrowed from his father, and he really believes that the more you help wealthy people, the better off we'll be and that everything will work out from there. I don't buy that.",AdHominem,Circumstantial Ad hominem,CLINTON,26 9 2016
2016,26Sep,1,"You know, Donald was very fortunate in his life, and that's all to his benefit. He started his business with $14 million, borrowed from his father, and he really believes that the more you help wealthy people, the better off we'll be and that everything will work out from there. I don't buy that.",AdHominem,Circumstantial Ad hominem,CLINTON,26 9 2016
2016,26Sep,1,I've heard from so many of you about the difficult choices you face and the stresses that you're under,AppealtoEmotion,Flag waving,CLINTON,26 9 2016
2016,26Sep,1,I've heard from so many of you about the difficult choices you face and the stresses that you're under,AppealtoEmotion,Flag waving,CLINTON,26 9 2016
2016,26Sep,1,a beautiful thing,AppealtoEmotion,Loaded Language,TRUMP,26 9 2016
2016,26Sep,1,needs.Our country's in deep trouble.,AppealtoEmotion,Appeal to fear,TRUMP,26 9 2016
2016,26Sep,1,needs.Our country's in deep trouble.,AppealtoEmotion,Appeal to fear,TRUMP,26 9 2016
2016,26Sep,1,"a very, very sad thing.So",AppealtoEmotion,Loaded Language,TRUMP,26 9 2016
2016,26Sep,1,"a very, very sad thing.So",AppealtoEmotion,Loaded Language,TRUMP,26 9 2016
2016,26Sep,1,I don't think General Douglas MacArthur would like that too much.,AppealtoAuthority,False Authority,TRUMP,26 9 2016
2016,26Sep,1,trumped-up trickle-down,AdHominem,"Name-Calling, Labeling",CLINTON,26 9 2016
2016,26Sep,1,"Donald was very fortunate in his life, and that's all to his benefit. He started his business with $14 million, borrowed from his father, and he really believes that the more you help wealthy people, the better off we'll be and that everything will work out from there.I don't buy that.",AdHominem,Circumstantial Ad hominem,CLINTON,26 9 2016
2016,26Sep,1,"Donald was very fortunate in his life, and that's all to his benefit. He started his business with $14 million, borrowed from his father, and he really believes that the more you help wealthy people, the better off we'll be and that everything will work out from there.I don't buy that.",AdHominem,Circumstantial Ad hominem,CLINTON,26 9 2016
2016,26Sep,1,"Donald was very fortunate in his life, and that's all to his benefit. He started his business with $14 million, borrowed from his father, and he really believes that the more you help wealthy people, the better off we'll be and that everything will work out from there.I don't buy that.",AdHominem,Circumstantial Ad hominem,CLINTON,26 9 2016
2016,26Sep,1,"Donald was very fortunate in his life, and that's all to his benefit. He started his business with $14 million, borrowed from his father, and he really believes that the more you help wealthy people, the better off we'll be and that everything will work out from there.I don't buy that.",AdHominem,Circumstantial Ad hominem,CLINTON,26 9 2016
2016,26Sep,1,"Donald was very fortunate in his life, and that's all to his benefit. He started his business with $14 million, borrowed from his father, and he really believes that the more you help wealthy people, the better off we'll be and that everything will work out from there.I don't buy that.",AdHominem,Circumstantial Ad hominem,CLINTON,26 9 2016
2016,26Sep,1,"Donald was very fortunate in his life, and that's all to his benefit. He started his business with $14 million, borrowed from his father, and he really believes that the more you help wealthy people, the better off we'll be and that everything will work out from there.I don't buy that.",AdHominem,Circumstantial Ad hominem,CLINTON,26 9 2016
2016,26Sep,1,"Secretary Clinton and others, politicians, should have been doing this for years, not right now, because of the fact that we've created a movement. They should have been doing this for years.",AdHominem,Circumstantial Ad hominem,TRUMP,26 9 2016
2016,26Sep,1,"Secretary Clinton and others, politicians, should have been doing this for years, not right now, because of the fact that we've created a movement. They should have been doing this for years.",AdHominem,Circumstantial Ad hominem,TRUMP,26 9 2016
2016,26Sep,1,incomes.I want us to invest in you.,AppealtoEmotion,Flag waving,CLINTON,26 9 2016
2016,26Sep,1,incomes.I want us to invest in you.,AppealtoEmotion,Flag waving,CLINTON,26 9 2016
2016,26Sep,1,incomes.I want us to invest in you.,AppealtoEmotion,Flag waving,CLINTON,26 9 2016
2016,26Sep,1,I want us to invest in your future.,AppealtoEmotion,Flag waving,CLINTON,26 9 2016
2016,26Sep,1,I've heard from so many of you about the difficult choices you face and the stresses that you're under.,AppealtoEmotion,Appeal to pity,CLINTON,26 9 2016
2016,26Sep,1,I've heard from so many of you about the difficult choices you face and the stresses that you're under.,AppealtoEmotion,Appeal to pity,CLINTON,26 9 2016
2016,26Sep,1,stolen,AppealtoEmotion,Loaded Language,TRUMP,26 9 2016
2016,26Sep,1,tremendously,AppealtoEmotion,Loaded Language,TRUMP,26 9 2016
2016,26Sep,1,a beautiful thing to watch.Companies,AppealtoEmotion,Loaded Language,TRUMP,26 9 2016
2016,26Sep,1,a beautiful thing to watch.Companies,AppealtoEmotion,Loaded Language,TRUMP,26 9 2016
2016,26Sep,1,stealing,AppealtoEmotion,Loaded Language,TRUMP,26 9 2016
2016,26Sep,1,"a very, very sad thing.So",AppealtoEmotion,Loaded Language,TRUMP,26 9 2016
2016,26Sep,1,"a very, very sad thing.So",AppealtoEmotion,Loaded Language,TRUMP,26 9 2016
2016,26Sep,1,disaster,AppealtoEmotion,Loaded Language,TRUMP,26 9 2016
2016,26Sep,1,disaster,AppealtoEmotion,Loaded Language,TRUMP,26 9 2016
2016,26Sep,1,disaster,AppealtoEmotion,Loaded Language,TRUMP,26 9 2016
2016,26Sep,1,disaster,AppealtoEmotion,Loaded Language,TRUMP,26 9 2016
2016,26Sep,1,tremendous,AppealtoEmotion,Loaded Language,TRUMP,26 9 2016
2016,26Sep,1,"When you look at what's happening in Mexico, a friend of mine who builds plants said it's the eighth wonder of the world.",AppealtoAuthority,Without Evidence,TRUMP,26 9 2016
2016,26Sep,1,I don't think General Douglas MacArthur would like that too much.,AppealtoAuthority,False Authority,TRUMP,26 9 2016
2016,26Sep,1,"They're building some of the biggest plants anywhere in the world, some of the most sophisticated, some of the best plants. With the United States, as he said, not so much.So Ford is leaving.",FalseCause,False cause,TRUMP,26 9 2016
2016,26Sep,1,"They're building some of the biggest plants anywhere in the world, some of the most sophisticated, some of the best plants. With the United States, as he said, not so much.So Ford is leaving.",FalseCause,False cause,TRUMP,26 9 2016
2016,26Sep,1,"They're building some of the biggest plants anywhere in the world, some of the most sophisticated, some of the best plants. With the United States, as he said, not so much.So Ford is leaving.",FalseCause,False cause,TRUMP,26 9 2016
2016,26Sep,1,"debt.The Obama administration, from the time they've come in, is over 230 years' worth of debt, and he's topped it. He's doubled it in a course of almost eight years, seven-and-a-half years, to be semi- exact.So",FalseCause,False cause,TRUMP,26 9 2016
2016,26Sep,1,"debt.The Obama administration, from the time they've come in, is over 230 years' worth of debt, and he's topped it. He's doubled it in a course of almost eight years, seven-and-a-half years, to be semi- exact.So",FalseCause,False cause,TRUMP,26 9 2016
2016,26Sep,1,"debt.The Obama administration, from the time they've come in, is over 230 years' worth of debt, and he's topped it. He's doubled it in a course of almost eight years, seven-and-a-half years, to be semi- exact.So",FalseCause,False cause,TRUMP,26 9 2016
2016,26Sep,1,trumped-up trickle-down,AdHominem,"Name-Calling, Labeling",CLINTON,26 9 2016
2016,26Sep,1,"He started his business with $14 million, borrowed from his father, and he really believes that the more you help wealthy people, the better off we'll be and that everything will work out from there.I",AdHominem,Circumstantial Ad hominem,CLINTON,26 9 2016
2016,26Sep,1,"He started his business with $14 million, borrowed from his father, and he really believes that the more you help wealthy people, the better off we'll be and that everything will work out from there.I",AdHominem,Circumstantial Ad hominem,CLINTON,26 9 2016
2016,26Sep,1,"He started his business with $14 million, borrowed from his father, and he really believes that the more you help wealthy people, the better off we'll be and that everything will work out from there.I",AdHominem,Circumstantial Ad hominem,CLINTON,26 9 2016
2016,26Sep,1,"He started his business with $14 million, borrowed from his father, and he really believes that the more you help wealthy people, the better off we'll be and that everything will work out from there.I",AdHominem,Circumstantial Ad hominem,CLINTON,26 9 2016
2016,26Sep,1,"storm.In fact, Donald was one of the people who rooted for the housing crisis.",AdHominem,Circumstantial Ad hominem,CLINTON,26 9 2016
2016,26Sep,1,"storm.In fact, Donald was one of the people who rooted for the housing crisis.",AdHominem,Circumstantial Ad hominem,CLINTON,26 9 2016
2016,26Sep,1,"Donald, I know you live in your own reality, but that is not the facts.",AdHominem,Ad hominem,CLINTON,26 9 2016
2016,26Sep,1,"Donald, I know you live in your own reality, but that is not the facts.",AdHominem,Ad hominem,CLINTON,26 9 2016
1960,21Oct,2,the most dangers- dangerously irresponsible recommendations,AppealtoEmotion,Loaded Language,NIXON,21 10 1960
1960,21Oct,2,"But for us to do what Senator Kennedy has suggested would bring results which I know he would not want, and certainly which the American people would not want.",AppealtoAuthority,Appeal to popular opinion,NIXON,21 10 1960
2000,03Oct,11,cynicism,AppealtoEmotion,Loaded Language,BUSH,3 10 2000
2000,03Oct,11,will fight for middle-class families and working men and women and I will never let you down.,AppealtoEmotion,Flag waving,GORE,3 10 2000
2000,03Oct,11,will fight for middle-class families and working men and women and I will never let you down.,AppealtoEmotion,Flag waving,GORE,3 10 2000
2000,03Oct,11,"You know, this man has no credibility on the issue.",AdHominem,Ad hominem,BUSH,3 10 2000
2008,26Sep,3,a brazen fashion,AppealtoEmotion,Loaded Language,OBAMA,26 9 2008
2008,26Sep,3,those safe havens,AppealtoEmotion,Loaded Language,OBAMA,26 9 2008
2008,26Sep,3,"First of all, I won't repeat the mistake that I regret enormously, and that is, after we were able to help the Afghan freedom fighters and drive the Russians out of Afghanistan, we basically washed our hands of the region.",AppealtoEmotion,Appeal to pity,MCCAIN,26 9 2008
2008,26Sep,3,"First of all, I won't repeat the mistake that I regret enormously, and that is, after we were able to help the Afghan freedom fighters and drive the Russians out of Afghanistan, we basically washed our hands of the region.",AppealtoEmotion,Appeal to pity,MCCAIN,26 9 2008
2008,26Sep,3,"Tragically, I was right: Nearly 300 Marines lost their lives in the bombing of the barracks.",AppealtoEmotion,Appeal to fear,MCCAIN,26 9 2008
2008,26Sep,3,"Tragically, I was right: Nearly 300 Marines lost their lives in the bombing of the barracks.",AppealtoEmotion,Appeal to fear,MCCAIN,26 9 2008
2008,26Sep,3,"She asked me, can you please make sure another mother is not going through what I'm going through.",AppealtoEmotion,Appeal to fear,OBAMA,26 9 2008
2008,26Sep,3,enormous problems,AppealtoEmotion,Loaded Language,OBAMA,26 9 2008
2008,26Sep,3,a calamitous effect,AppealtoEmotion,Loaded Language,MCCAIN,26 9 2008
2008,26Sep,3,"I'm not prepared at this time to cut off aid to Pakistan. So I'm not prepared to threaten it, as Senator Obama apparently wants to do, as he has said that he would announce military strikes into Pakistan.",AppealtoAuthority,Without Evidence,MCCAIN,26 9 2008
2008,26Sep,3,"I'm not prepared at this time to cut off aid to Pakistan. So I'm not prepared to threaten it, as Senator Obama apparently wants to do, as he has said that he would announce military strikes into Pakistan.",AppealtoAuthority,Without Evidence,MCCAIN,26 9 2008
2008,26Sep,3,"I'm not prepared at this time to cut off aid to Pakistan. So I'm not prepared to threaten it, as Senator Obama apparently wants to do, as he has said that he would announce military strikes into Pakistan.",AppealtoAuthority,Without Evidence,MCCAIN,26 9 2008
2008,26Sep,3,It's a strategy that will succeed. And Pakistan is a very important element in this. And I know how to work with them. And I guarantee you I would not publicly state that I'm going to attack them.,AppealtoAuthority,False Authority,MCCAIN,26 9 2008
2008,26Sep,3,It's a strategy that will succeed. And Pakistan is a very important element in this. And I know how to work with them. And I guarantee you I would not publicly state that I'm going to attack them.,AppealtoAuthority,False Authority,MCCAIN,26 9 2008
2008,26Sep,3,It's a strategy that will succeed. And Pakistan is a very important element in this. And I know how to work with them. And I guarantee you I would not publicly state that I'm going to attack them.,AppealtoAuthority,False Authority,MCCAIN,26 9 2008
2008,26Sep,3,It's a strategy that will succeed. And Pakistan is a very important element in this. And I know how to work with them. And I guarantee you I would not publicly state that I'm going to attack them.,AppealtoAuthority,False Authority,MCCAIN,26 9 2008
2008,26Sep,3,I don't think that Senator Obama understands that there was a failed state in Pakistan when Musharraf came to power.,AppealtoAuthority,,MCCAIN,26 9 2008
2008,26Sep,3,"But the important thing is, if we suffer defeat in Iraq, which General Petraeus predicts we will, if we adopted Senator Obama's set date for withdrawal, then that will have a calamitous effect in Afghanistan and American national security interests in the region.",AppealtoAuthority,Without Evidence,MCCAIN,26 9 2008
2008,26Sep,3,"But the important thing is, if we suffer defeat in Iraq, which General Petraeus predicts we will, if we adopted Senator Obama's set date for withdrawal, then that will have a calamitous effect in Afghanistan and American national security interests in the region.",AppealtoAuthority,Without Evidence,MCCAIN,26 9 2008
2008,26Sep,3,"But the important thing is, if we suffer defeat in Iraq, which General Petraeus predicts we will, if we adopted Senator Obama's set date for withdrawal, then that will have a calamitous effect in Afghanistan and American national security interests in the region.",AppealtoAuthority,Without Evidence,MCCAIN,26 9 2008
2008,26Sep,3,"And until we do, Americans here at home are not going to be safe.",AppealtoEmotion,Appeal to fear,OBAMA,26 9 2008
2008,26Sep,3,"And I'll tell you, I had a town hall meeting in Wolfeboro, New Hampshire, and a woman stood up and she said, ""Senator McCain, I want you to do me the honor of wearing a bracelet with my son's name on it.""  He was 22 years old and he was killed in combat outside of Baghdad, Matthew Stanley, before Christmas last year. This was last August, a year ago. And I said, ""I will -- I will wear his bracelet with honor.""  And this was August, a year ago. And then she said, ""But, Senator McCain, I want you to do everything -- promise me one thing, that you'll do everything in your power to make sure that my son's death was not in vain.""  That means that that mission succeeds, just like those young people who re-enlisted in Baghdad, just like the mother I met at the airport the other day whose son was killed. And they all say to me that we don't want defeat.",AppealtoEmotion,Appeal to pity,MCCAIN,26 9 2008
2008,26Sep,3,"And I'll tell you, I had a town hall meeting in Wolfeboro, New Hampshire, and a woman stood up and she said, ""Senator McCain, I want you to do me the honor of wearing a bracelet with my son's name on it.""  He was 22 years old and he was killed in combat outside of Baghdad, Matthew Stanley, before Christmas last year. This was last August, a year ago. And I said, ""I will -- I will wear his bracelet with honor.""  And this was August, a year ago. And then she said, ""But, Senator McCain, I want you to do everything -- promise me one thing, that you'll do everything in your power to make sure that my son's death was not in vain.""  That means that that mission succeeds, just like those young people who re-enlisted in Baghdad, just like the mother I met at the airport the other day whose son was killed. And they all say to me that we don't want defeat.",AppealtoEmotion,Appeal to pity,MCCAIN,26 9 2008
2008,26Sep,3,"And I'll tell you, I had a town hall meeting in Wolfeboro, New Hampshire, and a woman stood up and she said, ""Senator McCain, I want you to do me the honor of wearing a bracelet with my son's name on it.""  He was 22 years old and he was killed in combat outside of Baghdad, Matthew Stanley, before Christmas last year. This was last August, a year ago. And I said, ""I will -- I will wear his bracelet with honor.""  And this was August, a year ago. And then she said, ""But, Senator McCain, I want you to do everything -- promise me one thing, that you'll do everything in your power to make sure that my son's death was not in vain.""  That means that that mission succeeds, just like those young people who re-enlisted in Baghdad, just like the mother I met at the airport the other day whose son was killed. And they all say to me that we don't want defeat.",AppealtoEmotion,Appeal to pity,MCCAIN,26 9 2008
2008,26Sep,3,"And I'll tell you, I had a town hall meeting in Wolfeboro, New Hampshire, and a woman stood up and she said, ""Senator McCain, I want you to do me the honor of wearing a bracelet with my son's name on it.""  He was 22 years old and he was killed in combat outside of Baghdad, Matthew Stanley, before Christmas last year. This was last August, a year ago. And I said, ""I will -- I will wear his bracelet with honor.""  And this was August, a year ago. And then she said, ""But, Senator McCain, I want you to do everything -- promise me one thing, that you'll do everything in your power to make sure that my son's death was not in vain.""  That means that that mission succeeds, just like those young people who re-enlisted in Baghdad, just like the mother I met at the airport the other day whose son was killed. And they all say to me that we don't want defeat.",AppealtoEmotion,Appeal to pity,MCCAIN,26 9 2008
2008,26Sep,3,"And I'll tell you, I had a town hall meeting in Wolfeboro, New Hampshire, and a woman stood up and she said, ""Senator McCain, I want you to do me the honor of wearing a bracelet with my son's name on it.""  He was 22 years old and he was killed in combat outside of Baghdad, Matthew Stanley, before Christmas last year. This was last August, a year ago. And I said, ""I will -- I will wear his bracelet with honor.""  And this was August, a year ago. And then she said, ""But, Senator McCain, I want you to do everything -- promise me one thing, that you'll do everything in your power to make sure that my son's death was not in vain.""  That means that that mission succeeds, just like those young people who re-enlisted in Baghdad, just like the mother I met at the airport the other day whose son was killed. And they all say to me that we don't want defeat.",AppealtoEmotion,Appeal to pity,MCCAIN,26 9 2008
2008,26Sep,3,"And I'll tell you, I had a town hall meeting in Wolfeboro, New Hampshire, and a woman stood up and she said, ""Senator McCain, I want you to do me the honor of wearing a bracelet with my son's name on it.""  He was 22 years old and he was killed in combat outside of Baghdad, Matthew Stanley, before Christmas last year. This was last August, a year ago. And I said, ""I will -- I will wear his bracelet with honor.""  And this was August, a year ago. And then she said, ""But, Senator McCain, I want you to do everything -- promise me one thing, that you'll do everything in your power to make sure that my son's death was not in vain.""  That means that that mission succeeds, just like those young people who re-enlisted in Baghdad, just like the mother I met at the airport the other day whose son was killed. And they all say to me that we don't want defeat.",AppealtoEmotion,Appeal to pity,MCCAIN,26 9 2008
2008,26Sep,3,"And I'll tell you, I had a town hall meeting in Wolfeboro, New Hampshire, and a woman stood up and she said, ""Senator McCain, I want you to do me the honor of wearing a bracelet with my son's name on it.""  He was 22 years old and he was killed in combat outside of Baghdad, Matthew Stanley, before Christmas last year. This was last August, a year ago. And I said, ""I will -- I will wear his bracelet with honor.""  And this was August, a year ago. And then she said, ""But, Senator McCain, I want you to do everything -- promise me one thing, that you'll do everything in your power to make sure that my son's death was not in vain.""  That means that that mission succeeds, just like those young people who re-enlisted in Baghdad, just like the mother I met at the airport the other day whose son was killed. And they all say to me that we don't want defeat.",AppealtoEmotion,Appeal to pity,MCCAIN,26 9 2008
2008,26Sep,3,"And I'll tell you, I had a town hall meeting in Wolfeboro, New Hampshire, and a woman stood up and she said, ""Senator McCain, I want you to do me the honor of wearing a bracelet with my son's name on it.""  He was 22 years old and he was killed in combat outside of Baghdad, Matthew Stanley, before Christmas last year. This was last August, a year ago. And I said, ""I will -- I will wear his bracelet with honor.""  And this was August, a year ago. And then she said, ""But, Senator McCain, I want you to do everything -- promise me one thing, that you'll do everything in your power to make sure that my son's death was not in vain.""  That means that that mission succeeds, just like those young people who re-enlisted in Baghdad, just like the mother I met at the airport the other day whose son was killed. And they all say to me that we don't want defeat.",AppealtoEmotion,Appeal to pity,MCCAIN,26 9 2008
2008,26Sep,3,"And I'll tell you, I had a town hall meeting in Wolfeboro, New Hampshire, and a woman stood up and she said, ""Senator McCain, I want you to do me the honor of wearing a bracelet with my son's name on it.""  He was 22 years old and he was killed in combat outside of Baghdad, Matthew Stanley, before Christmas last year. This was last August, a year ago. And I said, ""I will -- I will wear his bracelet with honor.""  And this was August, a year ago. And then she said, ""But, Senator McCain, I want you to do everything -- promise me one thing, that you'll do everything in your power to make sure that my son's death was not in vain.""  That means that that mission succeeds, just like those young people who re-enlisted in Baghdad, just like the mother I met at the airport the other day whose son was killed. And they all say to me that we don't want defeat.",AppealtoEmotion,Appeal to pity,MCCAIN,26 9 2008
2008,26Sep,3,"I've got a bracelet, too, from Sergeant - from the mother of Sergeant Ryan David Jopeck (ph), given to me in green bay. She asked me, can you please make sure another mother is not going through what I'm going through.",AppealtoEmotion,Appeal to pity,OBAMA,26 9 2008
2008,26Sep,3,"I've got a bracelet, too, from Sergeant - from the mother of Sergeant Ryan David Jopeck (ph), given to me in green bay. She asked me, can you please make sure another mother is not going through what I'm going through.",AppealtoEmotion,Appeal to pity,OBAMA,26 9 2008
2008,26Sep,3,"I've got a bracelet, too, from Sergeant - from the mother of Sergeant Ryan David Jopeck (ph), given to me in green bay. She asked me, can you please make sure another mother is not going through what I'm going through.",AppealtoEmotion,Appeal to pity,OBAMA,26 9 2008
2008,26Sep,3,such an enormous,AppealtoEmotion,Loaded Language,OBAMA,26 9 2008
2008,26Sep,3,"Now, on this issue of aiding Pakistan, if you're going to aim a gun at somebody, George Shultz, our great secretary of state, told me once, you'd better be prepared to pull the trigger.",AppealtoAuthority,False Authority,MCCAIN,26 9 2008
2008,26Sep,3,General Petraeus,AppealtoAuthority,Without Evidence,MCCAIN,26 9 2008
2008,26Sep,3,"And I'll tell you, I had a town hall meeting in Wolfeboro, New Hampshire, and a woman stood up and she said, ""Senator McCain, I want you to do me the honor of wearing a bracelet with my son's name on it.""  He was 22 years old and he was killed in combat outside of Baghdad, Matthew Stanley, before Christmas last year. This was last August, a year ago. And I said, ""I will -- I will wear his bracelet with honor.""  And this was August, a year ago. And then she said, ""But, Senator McCain, I want you to do everything -- promise me one thing, that you'll do everything in your power to make sure that my son's death was not in vain.""  That means that that mission succeeds, just like those young people who re-enlisted in Baghdad, just like the mother I met at the airport the other day whose son was killed. And they all say to me that we don't want defeat.",FalseCause,False cause,MCCAIN,26 9 2008
2008,26Sep,3,"And I'll tell you, I had a town hall meeting in Wolfeboro, New Hampshire, and a woman stood up and she said, ""Senator McCain, I want you to do me the honor of wearing a bracelet with my son's name on it.""  He was 22 years old and he was killed in combat outside of Baghdad, Matthew Stanley, before Christmas last year. This was last August, a year ago. And I said, ""I will -- I will wear his bracelet with honor.""  And this was August, a year ago. And then she said, ""But, Senator McCain, I want you to do everything -- promise me one thing, that you'll do everything in your power to make sure that my son's death was not in vain.""  That means that that mission succeeds, just like those young people who re-enlisted in Baghdad, just like the mother I met at the airport the other day whose son was killed. And they all say to me that we don't want defeat.",FalseCause,False cause,MCCAIN,26 9 2008
